,index,target,document,vader,pmi_ir,pmi_ir_binary
13,144,0,"dead-bang , an action thriller starring don johnson , lives up to its dumb title , or at least to half of it . 
although dead-bang is definitely dead , it is anything but a bang ; in fact , they should have called this one "" dead bore . "" 
in the film , johnson plays . . . 
you guessed it . . . 
a cop . 
the role must have been really challenging for johnson since his character , jerry beck , is a gritty los angeles homicide detective , a real stretch from the slick vice detective johnson portrayed on "" miami vice . "" 
a la mel gibson in lethal weapon , beck is an emotional wreck , complete with violent outbursts , unscrupulous police methods , and a bleak outlook on life . 
beck's wife has just divorced him , and she is cutting him off from their children . 
she will not even allow him to wish them "" merry christmas "" by telephone . 
but beck's family and emotional problems take a back seat to the action and thrills in dead-bang . 
beck is investigating the brutal murders of a shopkeeper and a cop . 
his investigation starts in l . a . and finally culminates and climaxes in oklahoma , where he has a violent showdown with the killers at a white supremacist camp . 
virtually every aspect of dead-bang is inept and ineffective . 
the plot is incoherent and full of holes . 
the movie depicts beck's investigation so clumsily that you never see the connections between his clues and his conclusions . 
the action sequences in dead-bang are strictly third-rate , and the movie has absolutely no momentum or suspense . 
i certainly expected more from long-time director john frankenheimer who directed the classic political thriller , the manchurian candidate--as well as black sunday , seven days in may , and the french connection ii . 
in all fairness to frankenheimer , however , i should note that most of dead-bang's shortcomings seem to stem from its shabby script rather than from the direction . 
dead-bang tries to don a mask of social relevance by incorporating themes of racism and white supremacy , but its efforts are nothing more than token gestures and nothing less than insulting . 
according to the movie's production notes , dead-bang is based on the real-life experiences of still-active detective jerry beck . 
you would never guess this from watching dead-bang , however , since the film totally lacks credibility ; it is utterly unconvincing and unbelievable . 
most of the characters in dead-bang are either atrociously acted , underdeveloped , superfluous , or all of the above . 
william forsythe , for example , is painfully bad as arthur kressler , a wholesome by-the-book fbi agent who's offended by beck's foul language and unorthodox methods . 
forsythe's lame performance and corny dialogue makes his character unbearable . 
dead-bang marks the motion picture debut of tim reid ( "" wkrp in cincinnati "" and "" frank's place "" ) , but his talents are completely wasted in a cliched and contrived role ; he plays the chief officer of a squadron of black cops who help beck to nail the villains . 
the sole function of penelope ann miller's character is to give dead-bang an excuse to include a gratuitous love scene between characters about whom you could not care less . 
i guess the film's title refers to this love scene since it's definitely a dead bang . 
the only real virtue of dead-bang , believe it or not , is don johnson , who tries to overcome the limitations of the movie's pitiful script . 
johnson succeeds in giving his character a sarcastic sense of humor and a hint of depth , and his pessimistic wisecracks occasionally bring the film to life . 
and i must admit that dead-bang does have one or two amusing moments . 
the funniest scene has johnson throwing-up all over a criminal as he interrogates him . 
but when barf is the highlight of a movie , you know the movie's in trouble . 
the other amusing scene involves a psychological examination of beck , in which he can't keep a straight face because the psychiatrist resembles woody allen . 
but two funny scenes and a couple good wisecracks do not a movie make . 
",0,-0.0005818363763048108,0
14,1321,1,"it must be some sort of warped critical nightmare : the best movie of the year would be a summer vehicle , a jim carrey vehicle at that . 
and so it is . 
_the truman show_ is the most perplexing , crazed , paranoid and rib-tickling morality play i've seen since i-don't-know-when . 
don't credit carrey . 
it starts with andrew niccol ( gattaca ) , who created the script ten years ago . 
the story , replete with sublte religious and philisophical undertones , is about a man who discovers that every day of his existence has been televised for a mass audience . 
 ( ironically , it was within these past ten years that "" reality-based "" television have become a predominant fixture into our culture . 
who knew ? ) 
one-upping niccol , it was when unlikely candidate-director peter weir took the helm that things fell into place . 
weir had the nearly impossible task to create the unimitible tone , deftly mixing capra with kafka , throwing george bailey in a universe inhabited by rod serling . 
it was weir's first stroke of genius to create seahaven : a suburban paradise/prison that would make spielberg cower in shame . 
for example , bystander-extras would walk around the block incessantly with flowers along with the latest issue of _dog fancy_ . 
the nicest touch are the plethora of subtle hints for truman to _not_ leave the island . 
credit weir for his second stroke : the casting of carrey . 
carrey seems to be the type of character actor who would always turn "" on "" and act goofy whenever the camera is near . 
not here . 
his performance is so subverted you sometimes wonder if he is ever aware the camera is on . 
and although carrey does not deserve an academy award nomination ( just as well , the academy rarely honors goofy comedians , excepting robin williams ) , he stretches enough to alter his hyper-silly image considerably . 
playing one who has the cameras constantly invading his most intimate moments turns to be quite the role of jim carrey's life . 
no pun intended . 
better in a smaller , more pivotal role is ed harris as christof , who mixes the right amount of his apollo 13 "" work the problem , people "" character with dustin hoffman's megaglomaniac producer in _wag the dog_ , and then only slightly svengalian . 
it is clear that he is torn between the nielson ratings and truman's well being . 
yes , in his own misguided way he loves truman as a father to a son , and has provided the best universe he could provide . 
he thinks . 
rounding out the cast is natascha mcelhone ( mrs . 
dalloway ) as carrey's true "" forbidden love "" , sylvia , very effective in another pivotal small role . 
laura linney ( congo ) and noah emmerich ( copland ) have the unfortunate task of playing truman's wife and best friend ; their sitcom-ish dialogue allow little room for any authentic character development . 
the exception is at the very beginning , where they speak into the camera , wholeheartedly believing that their participation is truly good for truman , and for society in general . 
there are other little problems with the script . 
are we to assume that toddler truman had no recollection of hearing the construction of such a gigantic dome during his formative years ? 
was there any reason as to why in one scene , it rained solely on truman , even though it never had to ? 
how is it they hire hundreds of extras , and none of them could drive a boat , and yet truman , fearful of water , is helming a sailboat effortlessly ? 
and couldn't christof have turned off the wind , to strand truman at sea ? 
these little contrivances , however , do not hold a candle to the overall effect of the work . 
the audience gets the feeling that it is watching the actual show , and we are drawn to truman's mundane existence for no other reason than it is there . 
the final result effortlessly combines the emotional happy ending of a mainstream picture with a gnawing discomfort that hits you square in the gut . 
upon leaving the theater , i was looking up in the sky , wondering if it was nothing more than a gigantic dome . 
just checking . 
",1,-0.0734388884166238,0
15,761,0,"weighed down by tired plot lines and spielberg's reliance on formulas , _saving private ryan_ is a mediocre film which nods in the direction of realism before descending into an abyss of cliches . 
there ought to be a law against steven spielberg making movies about truly serious topics . 
spielberg's greatest strength as a director is the polished , formulaic way in which every aspect of the film falls carefully into place to make a perfect story . 
but for a topic of such weight as combat in the second world war ( or the holocaust ) this technique backfires , for it creates coherent , comprehensible and redemptive narratives out of events whose size , complexity and evil are utterly beyond the reach of human ken . 
in this way spielberg trivializes the awesome evil of the stories he films . 
_saving private ryan_ tells the story of eight men who have been detailed on a "" pr mission "" to pull a young man , ryan ( whose three other brothers were just killed in fighting elsewhere ) out of combat on the normandy front just after d-day . 
ryan is a paratrooper who dropped behind enemy lines the night before the landings and became separated from his fellow soldiers . 
the search for him takes the eight soldiers across the hellish terrain of world war ii combat in france . 
there's no denying spielberg came within shouting distance of making a great war movie . 
the equipment , uniforms and weapons are superbly done . 
the opening sequence , in which captain miller ( tom hanks ) leads his men onto omaha beach , is quite possibly the closest anyone has come to actually capturing the unendurably savage intensity of modern infantry combat . 
another pleasing aspect of the film is spielberg's brave depiction of scenes largely unknown to american audiences , such as the shooting of prisoners by allied soldiers , the banality of death in combat , the routine foul-ups in the execution of the war , and the cynicism of the troops . 
the technical side of the film is peerless , as always . 
the camera work is magnificent , the pacing perfect , the sets convincing , the directing without flaw . 
hanks will no doubt be nominated for an oscar for his performance , which was utterly convincing , and the supporting cast was excellent , though ted danson seems a mite out of place as a paratroop colonel . 
yet the attempt at a realistic depiction of combat falls flat on its face because realism is not something which can be represented by single instances or events . 
it has to thoroughly permeate the context at every level of the film , or the story fails to convince . 
throughout the movie spielberg repeatedly showed only single examples of the grotesque wounds produced by modern mechanized devices ( exception : men are shown burning to death with relative frequency ) . 
for example , we see only one man with guts spilled out on the ground . 
here and there men lose limbs ; in one scene miller is pulling a man to safety , there's an explosion , and miller looks back to see he is only pulling half a man . 
but the rest of the corpses are remarkably intact . 
there are no shoes with only feet in them , no limbs scattered everywhere , no torsos without limbs , no charred corpses , and most importantly , all corpses have heads ( in fairness there are a smattering of wicked head wounds ) . 
the relentless dehumanization of the war , in which even corpses failed to retain any indentity , is soft-pedaled in the film . 
ultimately , _saving private ryan_ bows to both hollywood convention and the unwritten rules of wartime photography in its portrayal of wounds and death in war . 
rather than saying _saving private ryan_ is "" realistic , "" it would be better to describe it as "" having realistic moments . "" 
another aspect of the "" hollywoodization "" of the war is the lack of realistic dialogue and in particular , the lack of swearing . 
anyone familiar with the literature on the behavior of the men during the war , such as fussell's superb _wartime : understanding and behavior in the second world war_ ( which has an extensive discussion on swearing ) , knows that the troops swore fluently and without letup . 
 "" who is this private ryan that we have to die for him ? "" 
asks one infantrymen in the group of eight . 
rendered in wartime demotic , that should have been expressed as "" who is this little pecker that we have to get our dicks shot off for him ? "" 
or some variant thereof . 
conversations should have been literally sprinkled with the "" f "" word , and largely about ( the search for ) food and sex . 
this is all the more inexplicable because the movie already had an "" r "" rating due to violence , so swearing could not possibly have been eliminated to make it a family film . 
however , the most troubling aspect of the film is the spielbergization of the topic . 
the most intense hell humans have ever created for themselves is not emotionally wrenching enough for steven spielberg . 
he cannot just cede control to the material ; he has to be bigger than it . 
as if afraid to let the viewer find their own ( perhaps unsettled and not entirely clear ) emotional foothold in the material , spielberg has to package it in hallmark moments to give the war a meaning and coherence it never had : the opening and closing scenes of ryan and his family in the war cemetary ( reminscent of the closing scene from _schindler's list ) , the saccharine exchange between ryan and his wife at the close ( every bit as bad as schindler's monologue about how his car , tiepin or ring could have saved another jew ) , quotes from abraham lincoln and emerson , captain miller's last words to private ryan , and an unbelievable storyline in which a prisoner whom they free earlier in the movie comes back to kill the captain . 
that particular subplot is so hokey , so predictable , it nigh on ruins the film . 
nowhere in the film is there a resolute depiction of the meaninglessness , stupidity and waste which characterized the experience of war to the men who actually fought in combat ( imagine if miller had been killed by friendly fire or collateral damage ) . 
because of its failure to mine deeply into the terrible realities of world war ii , _saving private ryan_ can only pan for small truths in the shallows . 
 . 
",0,0.1934700501640606,1
16,611,0,"it's a rare treat when a quality horror film is released in the theater . 
and unfortunately with man's best friend , we'll be waiting a while longer . 
the film stars ally sheedy and lance henrikson in a tale of bio-genetics gone wrong . 
sheedy plays a nosy reporter whose need for a "" good "" story provokes her to snoop inside of emax , a poorly guarded million dollar bio-lab that she finds herself effortlessly intruding . 
the result : she unleashes the experimental wonder dog named max , a german shepherd with genetic recombination allowing it to swallow like a snake , camouflage like a chameleon , climb trees like a leopard , and attack with the strength of tiger . 
max takes a liking to sheedy , and she finds herself protecting the animal from the cruel technological realm of emax , owned by henrikson . 
well , it doesn't take long before the hormonally unstable biohazard unleashes his jowls upon the unsuspecting suburban landscape which offers max juicy leg of mailman , etc . . . 
sheedy is a boring non-presence on the screen , tripping through the enormous plot chasms neglected by the writer/director ( i apologize for a lack of credits . 
i suppose i was eager to leave the theater , and in my rush , forgot to take note of the director , writer , producer , etc . . . ) . 
henrikson offered the only relief from the contrived narration of the script , giving his character as much development as he could considering the flat dialogue plaguing the film . 
the movie depends upon it's ability to impress the audience with animal special effects , but all it presents is a dog that can growl , open door handles with his paw , sit , roll over , play dead , and sick . 
the rest of the special effects were so poor , i found them offensive . 
the film attains sub-mediocrity , an unambitious film at best . 
horror fans might find that cujo offers a better bite . 
",0,0.5039081002285161,1
17,1112,1,"i'm not quite sure how best to go about writing this review . 
i must admit that i was a little disappointed by barry levinson's political satire "" wag the dog , "" but in retrospect , this has less to do with the film itself than with false expectations i had going into it . 
quite a few of the reviews i have read led me to believe that this film was absolutely hilarious and would make me laugh out loud the whole way through , and it didn't do that . 
they also led me to believe that it would deliver a vicious and all-too-true attack on the way the american political media works , and it didn't quite do that either . 
a few of them even suggested that it would prove a worthy successor to stanley kubrick's "" dr . 
strangelove "" in the tradition of political black comedy , and it most definitely didn't do that . 
that said , "" wag the dog "" is actually a very clever satire on the shady manipulations of political figures and those who assist them . 
the story revolves around the attempts of political spin doctor conread brean ( robert deniro ) to distract the american public from the accusations that the president , who is up for re-election in two weeks , sexually harassed a young girl in the oval office . 
the accusations , the script suggests , are probably untrue , but as brean so pointedly puts it , that isn't particularly relevant : the scandal is likely to derail the president's campaign regardless of its truth or falsehood . 
brean , along with his assistant ( anne heche ) , decide to contact hollywood producer stanley motss ( dustin hoffman ) to enlist his help in concocting enough propaganda and special-effects trickery to make it appear that the u . s . is going to war with albanian terrorists and thus propel the president to victory on a wave of patriotic fervor . 
as i said , "" wag the dog "" is not quite as laugh-out-loud hilarious as i had expected , but there are some genuinely funny moments to be found here , such as when , in an echo of a familiar movie clich ? , the camera pans out over an urban sunset to the strains of uplifting , inspirational music , then cuts to a studio to reveal that the singing is coming from a group of musicians whom motss has assembled to perform "" we have the right to fight for democracy . "" 
another scene shows us how , with modern editing equipment , an actress running across a sound stage with a bag of potato chips can be turned into a frightened young girl and her kitten fleeing a terrorist attack on her village . 
the most consistently effective gag revolves around the propaganda team's attempt to forge a fictional war hero out of sgt . 
william "" old shoe "" schumann ( woody harrelson ) , an ex-military officer who turns out to be a first-class psycho . 
of course , not everything goes as planned ; the cia , for example , realizes what's going on and strikes a deal with the president's electoral opponent to report to the media that the "" fighting "" has ended , forcing motss and brean to come up with a new angle on the supposed albanian crisis . 
still , even with the cia's involvement , the film falls a little short in terms of making this scenario believable . 
regardless of the official word from the president or the cia , wouldn't the major media outlets have eastern european correspondents who could verify that there is , in fact , no fighting going on in albania ? 
the film never addresses this question , nor does it show the reactions of the american public to the news of the apparent war except for a few scenes which border on the farcical , such as when basketball fans litter the court with shoes in support of the aforementioned sgt . 
schumann ; we are apparently meant to assume that everyone is buying it . 
there was also an instance , towards the end of the film , in which one of motss's forced reinventions of the story seems to contradict what he and brean had been selling to the public thus far and could conceivably have given the game away . 
with these plot holes , "" wag the dog "" doesn't quite work as a satire of american politics , but it does send up the mentality that might lead to these kinds of machinations in the first place . 
brean and his advisors never seem concerned that what they are doing is unethical ; rather , they worry about how convincing it will be and whether or not they have enough money to pull it off . 
the film takes a decidely dark turn towards the end , as we learn how far they are willing to go in order to keep the propaganda campaign a secret . 
motss and his hollywood buddies , meanwhile , seem completely out of touch with the rest of the world and just see this undertaking as another creative project . 
in fact , one of the sources of conflict in the film is motss's increasing restlessness with the idea of not being able to take credit for producing the fake war ; in his mind , it is the greatest work of art he has ever created . 
i think it's fair to say that "" wag the dog "" underachieves a little bit : more attention to the public reaction and tighter plotting might have made this into a four-star film and a classic satire . 
still , the issue of an american president using war and patriotism to distract from scandals or domestic unpopularity is a very real one . 
wag the dog takes the issue one step further and asks , what if the war wasn't even real ? 
with this premise and the talented cast , the film still delivers more consistently than most , whatever its flaws . 
",0,-0.17341729114928411,0
18,576,0,"so much for sweet returns . 
after smart horror films were starting to be made again after the exploitative 80's slasher movies , starting with 1996's "" scream , "" and followed by "" scream 2 , "" "" urban legend , "" and the original , "" i know what you did last summer , "" a film like , "" i still know what you did last summer , "" was bound to be made sooner or late . 
it is a perfect example of the exact reason why horror films temporarily burned out , and that is because they reached for the lowest-common-denominator in filmmaking , favoring non-stop deaths and gore for suspense , and trading in fleshed out , likable characters for one-dimensional nitwits . 
it has been exactly one year since julie james ( jennifer love hewitt ) suffered through the ordeal of being terrorized by ben willis , a psychopathic fisherman whom her friends and she accidentally hit in the middle of the road , and then , thinking he was dead , dumped him into the ocean . 
since then , julie has relocated to boston university , and although often paranoid and haunted by bad dreams , she has been able to put her life back together . 
when julie's friend , karla ( brandy ) , is called up by a radio station and answers correctly what the capital of brazil is , she wins a vacation to the bahamas for four people , which also includes karla's horny boyfriend , tyrell ( mekhi phifer ) , and will ( matthew settle ) , who karla sets julie up with after her own boyfriend , ray ( freddie prinze jr . , also returning from the original ) , doesn't show up . 
when they reach the secluded island , they discover it is the last day of the open season , and will be stranded there for the 4th of july weekend with a few employees to fend off a violent storm headed for them . 
of course , julie , her friends , and the workers aren't the only ones there , as the murderous ben willis , dressed in fisherman garb , returns to seek revenge on julie once and for all . 
it is a sad state of affairs when a movie like , "" i still know what you did last summer , "" is made . 
i am a very big fan of horror movies , and so it is especially disheartening to find out that this sequel to "" ikwydls , "" which i am a fan of , is almost an exact replica of a "" friday the 13th "" movie . 
while the original focused more on the story and characters , as well as genuinely suspenseful moments , thanks to the screenplay by kevin williamson ( who didn't return to write the sequel , and it shows ) , "" i still know . . . "" 
has no story to speak of , and is so vacuous of ideas , that the filmmakers , were forced to have a murder occur every five minutes just to keep the audience interested . 
also gone are any signs of character development , and since every single character died before i got to know them , all i was left with was to stare at the screen , indifferent to what was going on . 
while i cared about the fates of the characters in the original , it made no difference to me in this sequel who lived and died . 
they were all paper-thin and pointless , except to become victims to the lethal hook of the fisherman . 
another element that made the original so memorable were some superbly crafted set-pieces , like the store sequence with sarah michelle gellar , but there are none to speak of in this sequel ( although they do come close at one moment with brandy ) . 
since so many people were killed every couple minutes , the suspense and scares evaporated faster than salt in water . 
also of note is the mystery of the second killer , and accomplice to ben , but it is obvious from the first frame who it is , and so i couldn't even have fun at that , like i did in the "" scream "" movies and , "" urban legend . "" 
it figures that just as slasher films were starting to get some recognition again , a film would come along and ruin it for everyone else . 
maybe the people who made , "" i still know what you did last summer , "" should have realized that in order to make a good movie , you must have a screenplay---or at least one that isn't such a black hole for thoughts and ideas . 
the ending of the film inevitably leaves the door wide open for a third part , but judging from this amazingly lackluster first sequel , everyone involved should have quit while they were still ahead . 
",0,0.03638762011232248,1
19,487,0,"adam sandler turns up the charm in his latest romantic comedy , the wedding singer . 
unfortunately , that also has the effect of softening his edge . 
he's nowhere near his peak of happy gilmore , not that it was much of one . 
he's certainly not helped here by a rather frail plot . 
the year is 1985 , letting the whole film obsess with 80s nostalgia . 
adam sandler is nice guy robbie , the titular wedding singer , who entertains at the local reception hall by belting out his interpretations of classic 80s hits . 
robbie's life is thrown into turmoil when his fiancee , linda ( angela featherstone ) , leaves him at the altar . 
however , things are looking up when he meets julia ( drew barrymore ) , a waitress at the hall . 
she's the perfect woman , but for one small flaw : she's engaged to be married to a slick junk bond king , glenn ( matthew glave ) . 
so , most of the film deals with the slow realization by robbie that he and julia are in love , and his attempts to stop the wedding . 
as far as plots go , it's a pretty thin and tired one . 
to fill the gaps , the wedding singer delivers heaping spoonfuls of 1980s nostalgia . 
from boy george to michael jackson , from miami vice to dallas , from the first cds to the last rubik's cubes , this film revels in all the minutiae . 
and then there's the music . . . 
learning a lesson from the successful soundtracks to grosse pointe blank , and romy and michele's high school reunion , this film packs more 80s songs in the film than the running time will allow . 
as a result , most songs get maybe a lyric or a half , but you can almost see the bright gleam in the record executives' eyes : the wedding singer vols . 
2 , 3 , and 4 ! 
while the nonstop 80s riffs get incredibly tiring , at least they distract you from the plot . 
at least last year's my best friend's wedding stirred up the standard "" keep your true love from marrying someone else "" plot by making the rival a nice person . 
here , glenn is such a lowly rat of a man that you never see what julia saw in him . 
barrymore , on the other hand , is simply charming as julia . 
which leaves us with adam sandler . 
he's at his best in the film when his nice guy persona fades a little ( such as when he has a breakdown on stage during a wedding reception ) . 
when he's in full nice-guy mode , he's more pathetic than endearing . 
the film boasts several cameos ( most notably by steve buscemi and jon lovitz ) . 
but none of them work well at all . 
buscemi's role as a drunken best man simply fails to be humorous . 
lovitz , on the other hand , as a rival wedding singer , makes you long for his good old days on saturday night live , where he was actually funny . 
the only cameo which has some appeal is a guest appearance by a classic 80s rocker during the film's finale ( surprisingly , one of the only plot-related scenes which actually works . ) 
adam sandler still has some work to do before he can become a dependable leading man . 
while he attempts to change his image in the wedding singer , the end result is no net gain . 
",1,0.6108256941320833,1
20,1313,1,"matthew broderick and high school comedy . 
the two terms have been practically inseparable since ferris buehler took the day off in 1986 . 
now it is 13 years later , and broderick has another high school comedy , election , to show the world . 
ferris buehler's day off showed an educational setting that was similar to a pile of marshmallows . 
it was light , fluffy , tasty , and sparkling clean . 
but election is far different . 
this production is a dark , and frighteningly realistic one that does so much more than entertain for the 103 minutes it occupies ; it shocks as well . 
jim mcallister ( matthew broderick ) is the type of teacher that makes american high schools proud . 
he is a kind , caring , younger man who has built his life around carver high school . 
in turn , carver high school has provided a home for him . 
jim has won teacher of the year no less than three times in his 12 year span , and is a well respected social studies teacher among the student body . 
tracy flick ( reese witherspoon ) is an intelligent , outgoing , and , to quote the film , "" super nice "" young girl . 
she is involved in numerous extracurricular activities , always has her hand up first in class , and is extremely popular among most of the student body . 
so , it is a natural progression when she decides to run for school president . 
the metzler family is an extremely wealthy one . 
the father , dick ( holmes osborne ) , owns a cement company . 
the mother , jo ( jeanine jackson ) , is an ideal housewife . 
and the two children , paul ( chris klein ) and tammy ( jessica campbell ) , are both students at carver high school . 
paul was the quarterback of the football team before he injured himself , and is definitely a candidate for most popular person in school . 
tammy is a lesbian who , to say the least , is going through a period of self discovery . 
for reasons of revenge , hatred , and sexual envy , jim convinces paul to run against tracy for school president . 
he claims that in a democracy you need choices , and having tracy run unopposed creates a dictatorship of sorts . 
so paul agrees and the race is on . 
but then , in an effort to spite the two candidates , tammy announces that she is running as well . 
her campaign is straightforward : people only run to put it on their college applications , then they do nothing . 
well , "" i don't even want to go to college , "" she says . 
in election , there are no "" good guys "" . 
almost everyone has their own agenda . 
no matter how deeply hidden , the production digs it up and exploits it for the audience . 
tracy is the type of person that you remember from high school . 
she is the girl that would be labeled "" most likely to achieve anything she wants "" in the yearbook , and everyone secretly envied her because of that . 
jim is a teacher that takes the trust that students give him as a privilege , and uses it to his own amoral advantage . 
everyone , including the principal , a former teacher , all the candidates , and even paul's girlfriend are two sided characters . 
that is much of this film's beauty , it doesn't have the typical good guys that hollywood likes , instead it is a realistic portrayal of the real world , specializing in revealing the type of sexual perversions that people usually keep to themselves . 
matthew broderick couldn't have been any more perfect for this role . 
his character is often similar bill murray's award winning role in the 1998 film , rushmore . 
of the two acting jobs , broderick's is far superior . 
but even he is overshadowed by the young reese witherspoon . 
the hatred that she causes the audience to develop towards her , is simply indescribable . 
broderick and witherspoon are simply at their best when they are playing off each other in various scenes . 
one such moment occurs when she approaches him in his car as he is leaving school one day . 
you can see her self pride in her eyes as she presents him a list of signatures , making her an eligible candidate . 
and his subtle disgust with her is apparent , although he tries to mask it between the lines and attempts to put on a happy face . 
the supporting cast is one with little hollywood experience . 
but that is far from apparent as everyone takes control of their part . 
however , the real treat is jessica campbell in her confused role as a young homosexual girl . 
this is never more apparent than the scene where she delivers her speech announcing her so-called platform for presidency . 
she is just marvelous as her hatred towards what she thinks to be an unjust system is expressed . 
if ferris buehler made you feel good about american high schools , and gave you an innocent laugh or two , then the movie achieved its goal . 
but don't you dare think that election's goals are similar . 
it is just as real in its portrayal of high school , as its characters are in the real world . 
there certainly is no pile of marshmallows here . 
",1,-0.0428547491771983,0
21,1943,1,"if you thought baz luhrmann's radical take on _william_shakespeare's_romeo_+_juliet_ was wild , wait until what you see what tony award-winning stage director julie taymor ( _the_lion_king : _the_broadway_musical_ ) does to the bard's _titus_andronicus_ for her audacious--and very bloody--film debut . 
while luhrmann transplanted the star-crossed lovers to 1990s florida , taymor keeps this grisly tale of revenge in rome--but places it in a surreal temporal limbo . 
the colosseum suggests the proper time of imperial rome , but high rises and heavy duty kitchen ovens suggest the 1990s , while the vintage automobiles and some costumes are more '40s and '50s , and other garments are more gladiator-like . 
as tamora , queen of goths ( jessica lange ) exacts revenge on roman general titus ( anthony hopkins ) for killing her eldest son , and he does the same to her for the wrongs she commits , taymor obviously wanted to express the timeless relevance of the story's underlying themes . 
however , the time convergence approach only works at times , for often it's just distracting , as in one scene where tamora's suviving sons ( matthew rhys and jonathan rhys meyers ) blow off steam playing video arcade games . 
taymor didn't have to resort to such avant garde time tricks , for the story would have resonated just as strongly had she jettisoned them . 
she is a strong storyteller and a master visual stylist , the latter compliment encompassing all areas , makeup and costume choices as well as those in the editing and photography departments . 
she also has a sure way with actors ; hopkins' titus is at once tragic and horrifying , and lange is sultry as the viperous tamora . 
the clear standout of the cast , however , is harry lennix as aaron , a moor who is tamora's secret lover and a schemer in his own right . 
lennix brings great depth to a role that could have easily been played as a stock villain . 
a great villain he indeed is , but to leave it at that isn't giving full justice to his powerful and multi-dimensional work . 
_titus_ isn't a complete success , but it is never less than fascinating , and it announces the arrival of a fearlessly imaginative new cinematic voice . 
",1,,0
22,1271,1,"you may not have heard of lucas , or if you have , you might not think much of it . 
probably because it stars corey haim , or maybe because it's about a little geek who collects insects , or maybe because it doesn't feature slick one-liners or the chart topping soundtrack albums that were almost a requirement for teen films in the 80's . 
however , you have been missing out on a true masterpeice , the best film of 1986 , and the best film about adolescent life ever made . 
corey haim stars as lucas bligh , a tiny 14 year old with scruffy hair , thick glasses , and an interest in insects and other outdoor life . 
one day he stops by the tennis courts and sees what must be an angel to him . 
her name is maggie , a 16 year old who certainly is a beauty , with lovely red hair and a sweet , innocent complexion . 
maggie seems to be a little disturbed by this little kid watching her , but somehow he interests her , and soon they are talking and getting to know one another . 
they gradually become good friends , and spend the summer together doing various things , such as studying insects ( namely locusts , who come out of hiding once every 17 years ) , playing tennis , and listening to a symphony orchestra through a manhole cover . 
lucas is obviously in love with maggie , and while she is charmed by him , it's clear that she would never consider him anything more than a very good friend . 
this is not clear to lucas , however . 
he still beleives that maggie is his soulmate , and he dreads the impending start of school because he knows what's about to happen . 
we soon find out why in a painful scene where lucas is humiliated by the jocks during a pep rally . 
they throw him on stage , right in front of his beloved maggie . 
surprisingly , he turns the tables on the jocks with some clowning around , but he takes it too far , and is embarassed in front of the entire school . 
the next scene is brilliant . 
maggie follows lucas outside of the pep rally . 
she tries to talk to him as if nothing happened . 
he rails back against her , in a cruel unfair fashion . 
in lesser movies this would've turned into a confrontation between the two characters . 
but maggie is written smarter than that . 
she understands what lucas is feeling and knows exactly what to say to console him . 
next we are introduced to another great character named cappie ( charlie sheen ) . 
he is a jock with a typical cheerleader girlfriend . 
what's interesting about him is that he sticks up for lucas and protects him from the other jocks . 
of course anyone with a brain can tell what's gonna happen next . 
cappie will cause conflict in maggie and lucas' relationship . 
this begins in classic scene in the school laundry room when cappie and maggie are alone . 
she's been assigned to show him how to operate the washer/dryer so he can clean his shirt . 
maggie is charmed by cappie's tender undertsanding demeanor , not to mention his shirtless body . 
this scene is so delicate and sweet , but cappie still has a girlfriend , preventing either one from acting on their desires . 
desperately trying to puncture the tension , cappie begins to kick basketballs around the room . 
it's not long before cappie does break up with his girlfriend ( in the films only subpar scene ) . 
lucas finally figures out what's going on when he tries to pick maggie up for the dance . 
this causes him to take severe actions to prove himself to maggie and himself , such as try out for the football team . 
the last third of the film revolves around this attempt . 
while the idea seems cliched , the way it is executed is not . 
there are many surprises during the last half hour which lead to an ending so emotionally involving it should make the most heartless of cynics get choked up . 
dave grusin's memorable score , played at the perfect moments , certainly helps . 
lucas is filled with great performances . 
forget everything you know about corey haim . 
back in 1986 he had talent , and that is proven here as he delivers a perfect fully 3-dimensional performance filled with anger , humor , and pain . 
kerri green is very appealing as maggie , showing us why she cares about lucas so much and why he is so attracted to her . 
sheen's cappie is almost too good to be true , but sheen makes him beleivable , especially when he explains the reason why he protects lucas . 
there are other wonderful minor characters such as ciro popitti's ben , a friend of lucas , whose diminutive stature does not mean he will take crap from the jocks . 
also turning up in a few key scenes is winona ryder as rina , the girl who admires lucas from afar . 
when people talk about the great teen angst films of the 80s , you hear john hughes this and john hughes that . 
lucas seems to be lost among the crowd of his so-called classics . 
but hopefully , like with heathers and say anything , lucas can begin to find it's own loyal following and help people realize there were more to the 80s than anthony michael hall and molly ringwald . 
it deserves more than that , but i don't want to be greedy . 
",1,0.19749479795150512,1
